p,d,q,P,D,Q,s,aic,bic,converged,fit_seconds,error
3,0,0,1,0,2,24,-87793.58392005652,-87665.02488540282,False,70.35533620000206,
3,0,0,2,0,0,24,-87800.42027325006,-87679.00340718821,False,73.43639110000004,
3,0,0,2,0,1,24,-87932.18634628941,-87803.6273116357,False,95.94556530000045,
3,0,0,2,0,2,24,-88191.57043998795,-88055.86923674236,False,80.56360869999844,
3,0,1,0,0,0,24,-86923.26539471478,-86808.99069724481,False,3.0304560999975365,
3,0,1,0,0,1,24,-87390.63296876287,-87269.21610270103,False,18.597644299999956,
3,0,1,0,0,2,24,-87526.31268985063,-87397.75365519692,False,81.29938789999869,
3,0,1,1,0,0,24,-87546.76260949453,-87425.34574343268,False,19.133530899998732,
3,0,1,1,0,1,24,-87828.51048980665,-87699.95145515294,False,24.55122239999764,
3,0,1,1,0,2,24,-87790.5797389354,-87654.87853568982,False,75.1532419000032,
3,0,1,2,0,0,24,-87797.50710854994,-87668.94807389623,False,75.99467690000165,
3,0,1,2,0,1,24,-87929.27119587689,-87793.56999263131,False,90.7005723000002,
3,0,1,2,0,2,24,-88188.65053607838,-88045.80716424092,False,83.5929999,
3,0,2,0,0,0,24,-87020.5993476467,-86899.18248158485,False,3.310485600002721,
3,0,2,0,0,1,24,-87471.08832299616,-87342.52928834246,False,21.888545999998314,
3,0,2,0,0,2,24,-87610.54991609004,-87474.84871284445,False,81.85486189999938,
3,0,2,1,0,0,24,-87619.78591124367,-87491.22687658996,False,20.626557700001285,
3,0,2,1,0,1,24,-87904.7743962034,-87769.07319295782,False,23.28147899999749,
3,0,2,1,0,2,24,-87870.43884921531,-87727.59547737785,False,83.36923469999965,
3,0,2,2,0,0,24,-87872.41543294452,-87736.71422969893,False,81.00074470000254,
3,0,2,2,0,1,24,-88004.03013496645,-87861.186763129,False,85.42446370000107,
3,0,2,2,0,2,24,-88262.36768249003,-88112.3821420607,False,87.41664369999853,
3,0,3,0,0,0,24,-87041.87981934208,-86913.32078468837,False,3.6487999000019045,
3,0,3,0,0,1,24,-87483.71144676939,-87348.01024352381,False,22.581848900001205,
3,0,3,0,0,2,24,-87627.08266711605,-87484.23929527859,False,85.87691850000192,
3,0,3,1,0,0,24,-87628.9655932412,-87493.26438999562,False,22.093238700002985,
3,0,3,1,0,1,24,-87916.62831029776,-87773.7849384603,False,23.63265490000049,
3,0,3,1,0,2,24,-87884.15988989372,-87734.17434946439,False,88.11976079999658,
3,0,3,2,0,0,24,-87885.07192635635,-87742.2285545189,False,85.37045649999709,
3,0,3,2,0,1,24,-88016.28181107255,-87866.29627064322,False,91.74479219999921,
3,0,3,2,0,2,24,-88272.31237485289,-88115.18466583168,False,93.22476900000038,
