p,d,q,P,D,Q,s,aic,bic,converged,fit_seconds,error
3,0,2,2,0,1,24,-93809.53542128146,-93652.27387332887,False,156.6181144000002,
3,0,2,2,0,2,24,-93964.90016412699,-93800.49036399474,False,158.69798569999693,
3,0,3,0,0,0,24,-92473.10462280933,-92330.13957921608,False,6.767478599998867,
3,0,3,0,0,1,24,-93240.49619893788,-93090.38290316497,False,38.70607119999477,
3,0,3,0,0,2,24,-93380.82618779078,-93223.5646398382,False,143.4277032999962,
3,0,3,1,0,0,24,-93487.98030431895,-93337.86700854603,False,40.13571609999053,
3,0,3,1,0,1,24,-93748.53428415064,-93591.27273619805,False,37.696313599997666,
3,0,3,1,0,2,24,-93625.07470382955,-93460.66490369731,False,142.84072419999575,
3,0,3,2,0,0,24,-93703.3818786697,-93546.12033071711,False,158.21699539999827,
3,0,3,2,0,1,24,-93811.76021484222,-93647.35041470997,False,170.48957560000417,
3,0,3,2,0,2,24,-93969.75346752585,-93798.19541521394,False,155.07416130001366,
