device_id,timestamp,kWh,temperature,humidity,pressure,hour_of_day,day_of_week,is_weekend,is_holiday,lag_24,lag_168,rolling_mean_24,rolling_mean_168
a3c772d3fde52dbae832bi,2026-01-25 02:00:00,0.01710769048987196,28.945685714285716,68.57428571428571,1016.2285714285714,2,7,1,0,0.0202999999999997,0.0214999999999998,0.023674506597222,0.0213093937499998
a3c772d3fde52dbae832bi,2026-01-25 03:00:00,0.01710769048987196,28.94744642857143,68.54107142857143,1016.2321428571428,3,7,1,0,0.0202999999999997,0.0214999999999998,0.023749506597222,0.0213129651785712
a3c772d3fde52dbae832bi,2026-01-25 04:00:00,0.01710769048987196,28.949207142857144,68.50785714285715,1016.2357142857144,4,7,1,0,0.0202999999999997,0.0214999999999998,0.023824506597222,0.0213165366071426
a3c772d3fde52dbae832bi,2026-01-25 05:00:00,0.0033471015819251126,28.950967857142857,68.47464285714285,1016.2392857142858,5,7,1,0,0.0037120416666665,0.0041776333333332,0.0238499982638886,0.021317406894841
a3c772d3fde52dbae832bi,2026-01-25 06:00:00,0.020517049357211086,28.952728571428572,68.44142857142857,1016.2428571428572,6,7,1,0,0.021450283333333,0.0253660416666666,0.0240605809027775,0.0213241820436506
a3c772d3fde52dbae832bi,2026-01-25 07:00:00,0.03430039046137138,28.954489285714285,68.40821428571428,1016.2464285714286,7,7,1,0,0.0359348666666664,0.0424160833333331,0.0244095371527775,0.0213354542658728
a3c772d3fde52dbae832bi,2026-01-25 08:00:00,0.04420406603044948,28.95625,68.375,1016.25,8,7,1,0,0.0462193249999997,0.0555693999999998,0.0248630465277775,0.0213445861111109
a3c772d3fde52dbae832bi,2026-01-25 09:00:00,0.04226812313370993,28.958010714285713,68.34178571428572,1016.2535714285714,9,7,1,0,0.0435747333333332,0.0514166166666664,0.0253225437499998,0.0213635506944442
a3c772d3fde52dbae832bi,2026-01-25 10:00:00,0.0342453903976019,28.95977142857143,68.30857142857143,1016.2571428571428,10,7,1,0,0.0358958083333332,0.0423890166666666,0.0256701670138887,0.0213745611111109
a3c772d3fde52dbae832bi,2026-01-25 11:00:00,0.03156590805092113,28.961532142857145,68.27535714285715,1016.2607142857142,11,7,1,0,0.0330203416666665,0.0390364166666664,0.0259933763888886,0.0213849239087299
a3c772d3fde52dbae832bi,2026-01-25 12:00:00,0.039052832049439094,28.963292857142857,68.24214285714285,1016.2642857142856,12,7,1,0,0.0406445583333331,0.0487653749999996,0.0264018989583331,0.021394946081349
a3c772d3fde52dbae832bi,2026-01-25 13:00:00,0.029379568429424817,28.965053571428573,68.20892857142857,1016.2678571428572,13,7,1,0,0.030865433333333,0.0363586333333332,0.0266972149305553,0.0214044364583331
a3c772d3fde52dbae832bi,2026-01-25 14:00:00,0.018854861762627705,28.966814285714285,68.17571428571428,1016.2714285714286,14,7,1,0,0.0197721249999997,0.0233254499999998,0.0268882524305553,0.021410576785714
a3c772d3fde52dbae832bi,2026-01-25 15:00:00,0.01604541386530624,28.968575,68.1425,1016.275,15,7,1,0,0.0167885166666664,0.01984795,0.0270523864583331,0.0214158135912696
a3c772d3fde52dbae832bi,2026-01-25 16:00:00,0.014188410187467278,28.970335714285714,68.10928571428572,1016.2785714285716,16,7,1,0,0.0276402083333331,0.0180039999999997,0.0266644121527775,0.0214177470734125
a3c772d3fde52dbae832bi,2026-01-25 17:00:00,0.0057040084900890665,28.97209642857143,68.07607142857142,1016.2821428571428,17,7,1,0,0.0117244333333333,0.0073493666666664,0.0264829163194442,0.021417861160714
a3c772d3fde52dbae832bi,2026-01-25 18:00:00,0.005622140579075829,28.973857142857145,68.04285714285714,1016.2857142857144,18,7,1,0,0.0114020249999998,0.0071287083333331,0.0263104475694442,0.0214186591765871
